Year,Id_Country,Id_Experience,Id_Salary,Id_Age,Id_Gender,AngularJS,C,CPlusPlus,CSharp,CSS,HTML5,Java,JavaScript,jQuery,Nodejs,ObjectiveC,Perl,PHP,Python,Ruby,SQL,SQL_Server,TypeScript
2016,97,4,2,2,2,,,,,,,,,,,,,PHP,,,,,
2016,162,4,2,2,1,,,,,,,,,,,,,PHP,,,SQL,,
2016,190,4,2,3,2,,,,C#,,,,,,,,,,,,SQL,SQL Server,
2016,169,4,2,2,2,,,,,,,,,,,,,,Python,,,,
2016,162,4,2,4,2,,,C++,,,,,,,,,,,,,,,
2016,78,4,2,3,2,,,,C#,,,,,,,,,,Python,,,,
2015,33,4,2,2,2,,,,C#,,,Java,,,,Objective-C,,,,,SQL,,
2015,212,4,2,4,2,,,,,,,,JavaScript,,,,,PHP,,,,,
2016,190,4,2,3,1,AngularJS,,,,,,Java,JavaScript,,,,,PHP,,Ruby,,,
2016,168,4,2,3,1,,,,,,,Java,JavaScript,,,,,,Python,,SQL,,
2015,162,4,2,3,2,,,,,,,,JavaScript,,,,,PHP,,,SQL,,
2015,33,4,2,3,2,,,,,,,,JavaScript,,,,,PHP,,,SQL,,
2016,212,4,2,3,2,AngularJS,,,C#,,,Java,JavaScript,,Node.js,,,,,,SQL,SQL Server,
2016,162,4,2,3,2,,,,,,,Java,JavaScript,,,,,,Python,,,,
2016,162,5,2,4,2,AngularJS,,,,,,Java,,,Node.js,,,,,Ruby,,,
2016,162,5,2,3,2,,,,,,,Java,JavaScript,,,,,PHP,,,,,
2016,168,5,2,4,2,AngularJS,,,C#,,,Java,JavaScript,,,,,,,,SQL,SQL Server,
2016,93,5,2,4,2,,C,C++,,,,Java,JavaScript,,,,,PHP,,,,,
2016,78,5,2,2,2,,,,,,,Java,JavaScript,,,,,PHP,,,SQL,,
2016,107,2,2,5,2,,,,C#,,,Java,JavaScript,,,,,,,,SQL,,
2016,212,2,2,3,2,,,,C#,,,Java,JavaScript,,,,,,,,SQL,,
2016,33,6,2,5,2,,,,,,,Java,JavaScript,,,,,,,,SQL,,
2016,78,6,2,5,2,,,,,,,Java,JavaScript,,,,,PHP,,,SQL,,
2016,99,6,2,6,2,,,,,,,Java,JavaScript,,,,,PHP,,,SQL,,
2016,112,6,2,3,2,AngularJS,,,,,,Java,JavaScript,,,,,,,,SQL,,
2016,81,6,2,6,2,AngularJS,,,,,,Java,JavaScript,,Node.js,,Perl,,,,SQL,,
2015,42,4,2,2,2,,,,,,,Java,,,,,,,Python,,SQL,,
2016,99,4,2,3,2,,,,C#,,,,,,,,,,,,SQL,SQL Server,
2016,99,4,2,4,2,,C,,,,,Java,,,,,,PHP,,,SQL,,
2016,33,4,2,2,2,,,,,,,,,,,,,,Python,,,,
2016,162,4,2,3,2,,,,,,,Java,,,,,,,,,SQL,,
2015,168,4,2,3,2,,,,,,,,,,,,,,,Ruby,,,
2016,188,4,2,3,2,,,,C#,,,,,,,,,,,,SQL,,
2016,21,4,2,3,2,AngularJS,,,,,,Java,,,Node.js,,,,Python,,SQL,,
2015,182,4,2,3,2,,,,,,,Java,,,,,,,,,,,
2016,93,4,2,3,2,,,,,,,,,,,,,PHP,,,,,
2016,162,4,2,2,2,,,,,,,Java,JavaScript,,,,,PHP,,,SQL,,
2016,93,4,2,3,2,,,,,,,Java,JavaScript,,,,,,,Ruby,SQL,,
2016,74,4,2,3,2,,,,,,,Java,JavaScript,,,,,PHP,,Ruby,SQL,,
2016,73,4,2,3,2,AngularJS,,,,,,Java,JavaScript,,,,,,,,SQL,SQL Server,
2016,74,4,2,2,2,,,,C#,,,Java,JavaScript,,Node.js,,,,,,SQL,,
2016,206,4,2,3,2,AngularJS,,,C#,,,Java,JavaScript,,Node.js,,,,,,SQL,SQL Server,
2016,99,5,2,4,2,,,,,,,,,,,,,,,,,,
2016,162,5,2,4,2,,,,,,,Java,,,,,,,,,SQL,,
2016,162,5,2,4,2,,,,,,,,,,,,,PHP,,,SQL,,
2016,162,5,2,3,2,,,,,,,,,,,,,,,,,,
2015,212,5,2,3,2,,,,C#,,,,,,,,,,,,SQL,,
2015,93,5,2,4,2,,C,,,,,,,,,,,,Python,,,,
2016,212,5,2,2,2,,,,C#,,,Java,JavaScript,,,,,,,,SQL,SQL Server,
2016,36,5,2,3,2,,,,C#,,,Java,JavaScript,,,,,PHP,,,SQL,SQL Server,
2016,42,5,2,4,2,,,,,,,Java,JavaScript,,,,,,Python,,SQL,,
2016,112,6,2,3,2,,,,,,,Java,JavaScript,,,,,PHP,,,,,
2016,190,6,2,6,2,AngularJS,,,C#,,,Java,JavaScript,,,,,,,,SQL,SQL Server,
2016,93,3,2,2,2,,,,,,,Java,,,,,,,,,,,
2015,78,3,2,3,2,,,,,,,Java,,,,,,PHP,,,SQL,,
2015,99,4,2,3,2,,,,,,,,,,,,,PHP,,,SQL,,
2016,190,4,2,2,2,AngularJS,,,,,,,,,,,,PHP,Python,,SQL,,
2016,49,4,2,3,2,,,C++,,,,,,,,,,,Python,,,,
2016,12,4,2,3,2,,,,,,,,,,,,,,Python,,,,
2016,162,4,2,2,2,,,,C#,,,,,,,,,,,,SQL,SQL Server,
2016,33,4,2,1,2,,,,,,,,,,,,,,Python,,,,
2016,93,4,2,3,2,,,,,,,,,,,,,,Python,,,,
2016,210,4,2,3,2,AngularJS,,,,,,Java,JavaScript,,,,,PHP,,,SQL,,
2015,190,4,2,3,2,,,,,,,Java,JavaScript,,,,,,,,,,
2016,169,4,2,3,2,,,,,,,Java,JavaScript,,,,,,,,SQL,SQL Server,
2016,65,4,2,2,2,,,,,,,Java,JavaScript,,Node.js,,,PHP,,,,,
2016,126,4,2,2,2,,,,,,,Java,JavaScript,,,,,,Python,,SQL,,
2016,213,4,2,3,2,AngularJS,,,,,,Java,JavaScript,,,,,,Python,,SQL,,
2016,23,4,2,2,2,,,,,,,Java,JavaScript,,,,,,,Ruby,SQL,,
2016,99,4,2,4,2,AngularJS,,,,,,Java,JavaScript,,Node.js,,,,,,SQL,,
2016,74,4,2,3,2,AngularJS,,,,,,Java,JavaScript,,,,,PHP,,,,,
2016,162,4,2,3,2,,,,C#,,,Java,JavaScript,,Node.js,,,,,,,,
2016,162,4,2,4,2,AngularJS,,,,,,Java,JavaScript,,,,,PHP,Python,,,,
2015,213,4,2,2,2,,,,,,,,JavaScript,,,,,PHP,,,SQL,,
2016,49,5,2,4,2,,,,,,,Java,JavaScript,,,,,,,,,,
2016,107,5,2,3,1,AngularJS,,,,,,Java,JavaScript,,,,,,,Ruby,SQL,,
2015,190,5,2,5,2,,,,,,,Java,JavaScript,,,,,,,,,,
2016,93,5,2,6,2,,,,,,,Java,JavaScript,,,,,PHP,,,SQL,,
2016,169,5,2,4,2,AngularJS,,,C#,,,Java,JavaScript,,,,,,Python,,SQL,SQL Server,
2015,144,5,2,3,2,,,C++,C#,,,Java,JavaScript,,Node.js,Objective-C,,PHP,,,SQL,SQL Server,
2016,23,5,2,4,2,,,,C#,,,Java,JavaScript,,,,,,,,SQL,SQL Server,
2016,206,6,2,3,2,,,,,,,Java,JavaScript,,Node.js,,,PHP,,,SQL,,
2016,190,3,2,3,2,,,,,,,Java,,,,,,,,,,,
2015,227,3,2,3,1,,,,C#,,,Java,,,,,,,,,,,
2016,213,3,2,2,2,,C,C++,C#,,,Java,JavaScript,,,,,PHP,Python,,SQL,,
2015,162,4,2,1,2,,,C++,,,,Java,,,,,,PHP,,Ruby,SQL,,
2016,42,4,2,3,2,,,,,,,Java,,,,,,PHP,,,SQL,SQL Server,
2015,93,4,2,2,1,,,,C#,,,,,,,,,,,,,,
2015,206,4,2,2,1,,C,,C#,,,,,,,Objective-C,,,,,SQL,SQL Server,
2016,81,4,2,4,1,,C,,,,,Java,,,,,,,,,,,
2016,144,4,2,3,1,AngularJS,,,,,,Java,JavaScript,,,,,PHP,,,SQL,,
2016,168,4,2,2,2,,,,,,,Java,JavaScript,,,,,PHP,,,SQL,,
2015,213,4,2,2,2,,,,,,,,JavaScript,,,,,,,Ruby,,,
2016,150,4,2,3,2,,,,,,,Java,JavaScript,,,,,PHP,,,SQL,,
2015,74,4,2,3,2,,,,,,,,JavaScript,,,,,PHP,Python,,,,
2016,169,5,2,3,2,,,,,,,Java,,,,,,,,,,,
2015,168,5,2,3,2,,,,,,,Java,,,,,,,,,,,
2016,17,5,2,4,2,,,,,,,Java,,,,,,,,,,,
2016,196,5,2,2,2,,,,,,,Java,,,,,,,,,,,
2016,36,5,2,3,2,,,,,,,Java,,,,,,,,,,,
2016,179,5,2,4,2,,,,C#,,,Java,,,,,,,,,,,
2016,130,5,2,3,2,,,,C#,,,,,,,,,,,,SQL,SQL Server,
2016,162,5,2,5,2,,,,,,,Java,JavaScript,,Node.js,,,PHP,,,SQL,,
2016,107,5,2,4,2,AngularJS,,,,,,Java,JavaScript,,Node.js,,,PHP,Python,,SQL,,
2016,212,5,2,4,2,,,,,,,Java,JavaScript,,,,,PHP,,,SQL,,
2016,49,5,2,4,2,,,,,,,Java,JavaScript,,,,,,,,,,
2015,190,5,2,4,1,,,,,,,,JavaScript,,,,,PHP,,,SQL,,
2016,212,2,2,2,2,,,,,,,Java,JavaScript,,Node.js,,,,,,,,
2016,33,6,2,4,2,,,,,,,,,,,,,,Python,,,,
2016,147,6,2,5,2,,,,,,,,,,,,,PHP,,,,,
2016,162,6,2,5,2,AngularJS,,,,,,Java,JavaScript,,,,,,,,SQL,,
2016,162,3,2,2,2,AngularJS,,,,,,Java,,,,,,,,,SQL,SQL Server,
2016,74,3,2,2,2,AngularJS,,,,,,,,,Node.js,,,PHP,,,SQL,,
2016,190,4,2,4,2,,,,,,,,,,,,,PHP,,,SQL,,
2016,144,4,2,2,2,,C,,,,,Java,,,,,,,,,SQL,,
2016,51,4,2,3,2,,,,,,,,,,,,Perl,,Python,,,,
2016,99,4,2,3,2,,,,,,,Java,,,,,,,Python,,,,
2016,93,4,2,3,2,,C,C++,,,,Java,,,,,,,Python,,,,
2015,196,4,2,2,2,,,,,,,,,,,,,PHP,Python,,SQL,,
2016,212,4,2,2,2,,,C++,,,,Java,,,,,,,,,,,
2016,12,4,2,4,2,,,,,,,Java,,,,,,,,,SQL,,
2016,212,4,2,3,1,,,,,,,Java,JavaScript,,,,,PHP,,,SQL,SQL Server,
2016,93,4,2,3,2,,,,,,,Java,JavaScript,,,,,,Python,,,,
2016,162,5,2,4,1,,,,,,,Java,,,,,,,,,,,
2015,144,5,2,4,2,,,C++,,,,Java,,,,,,,Python,,,,
2016,81,5,2,3,2,,,,,,,Java,JavaScript,,,,,,,,SQL,,
2016,69,5,2,4,2,,,,C#,,,Java,JavaScript,,,,,,,,,,
2016,93,5,2,4,2,AngularJS,,,,,,Java,JavaScript,,Node.js,,,,Python,Ruby,SQL,,
2016,212,5,2,2,2,,,,C#,,,Java,JavaScript,,Node.js,,,PHP,Python,,SQL,SQL Server,
2015,73,2,2,3,1,,,,C#,,,,JavaScript,,,,,,,,,,
2015,227,2,2,3,2,,,,,,,,JavaScript,,,,,PHP,Python,,SQL,,
2015,169,6,2,3,2,,,C++,,,,,,,,,,,Python,,,,
2016,102,6,2,4,1,AngularJS,,,,,,,,,,,,,,Ruby,,,
2016,210,6,2,6,2,,,,C#,,,,,,,,,,,,SQL,SQL Server,
2016,36,6,2,4,2,,,,,,,Java,JavaScript,,,,Perl,,Python,,SQL,,
2015,162,3,2,3,2,,,,,,,Java,,,,,,,,,SQL,,
2015,23,4,2,3,2,,,,C#,,,,,,,,,,,,SQL,SQL Server,
2016,162,4,2,3,2,,,,,,,Java,,,,,,,,,,,
2016,73,4,2,3,2,,,,,,,Java,,,,,,,,,SQL,SQL Server,
2016,3,4,2,2,2,AngularJS,,,,,,Java,,,,,,,,,SQL,,
2016,33,4,2,2,2,,,,,,,Java,,,,Objective-C,,PHP,,,SQL,,
2016,162,4,2,3,2,,,,,,,Java,,,,,,,,Ruby,SQL,SQL Server,
2016,162,4,2,3,2,,,,,,,Java,,,,,,,,,,,
2016,210,4,2,3,2,,,,,,,Java,,,,,,,,,SQL,,
2016,168,4,2,3,2,,,,,,,Java,,,,,,,,,,,
2016,169,4,2,3,2,,,,,,,Java,JavaScript,,,,,PHP,,,SQL,,
2015,94,4,2,3,2,,,,,,,Java,JavaScript,,Node.js,,,PHP,,,SQL,SQL Server,
2016,24,4,2,2,2,AngularJS,,,,,,Java,JavaScript,,Node.js,,,PHP,,,SQL,,
2016,74,4,2,3,2,,,,C#,,,Java,JavaScript,,,,,,,Ruby,,,
2015,212,4,2,3,2,,,,C#,,,Java,JavaScript,,,,,,Python,,SQL,,
2016,168,4,2,3,2,,,,,,,Java,JavaScript,,,,,PHP,,,SQL,,
2015,164,4,2,3,2,,,,,,,,JavaScript,,Node.js,,,,,Ruby,,,
2016,213,4,2,3,2,,,,,,,Java,JavaScript,,,,,PHP,,,,,
2015,199,5,2,4,2,,,,,,,Java,,,,,,,,,,,
2016,17,5,2,3,2,,,,C#,,,Java,,,Node.js,,,,,,,,
2016,99,5,2,4,2,,,,,,,,,,,,,PHP,,Ruby,,,
2016,206,5,2,3,2,,,,,,,,,,,,,PHP,,,,,
2015,99,5,2,4,2,,,,,,,Java,,,,,,PHP,,,SQL,,
2016,49,5,2,4,2,,,C++,,,,,,,,,,,Python,,SQL,SQL Server,
2016,210,5,2,3,2,,,,,,,,,,,,,PHP,,,SQL,SQL Server,
2016,59,5,2,4,2,,,,,,,Java,,,,,,,,,SQL,,
2015,169,5,2,3,2,,,,,,,Java,JavaScript,,,,,,Python,Ruby,SQL,,
2016,73,5,2,2,2,,,,,,,Java,JavaScript,,Node.js,,,PHP,,,SQL,,
2016,78,5,2,3,2,,,,C#,,,Java,JavaScript,,,,,PHP,,,SQL,SQL Server,
2015,81,5,2,3,2,,,,,,,,JavaScript,,,Objective-C,,,Python,,,,
2016,24,2,2,2,2,,,,,,,,,,,,,,Python,,,,
2016,59,6,2,6,2,,,,C#,,,,,,,,,,,,SQL,SQL Server,
2016,168,6,2,3,2,,,C++,,,,Java,,,,,,,Python,,,,
2016,144,3,2,2,2,,,,,,,Java,JavaScript,,Node.js,,,PHP,,,SQL,SQL Server,
2016,210,4,2,3,2,,,,,,,,,,,,,PHP,,,SQL,,
2016,190,4,2,3,2,,,,,,,Java,,,,,,,,,,,
2016,74,4,2,4,1,,,,,,,Java,JavaScript,,Node.js,,,,,Ruby,,,
2016,123,4,2,3,2,,,,C#,,,Java,JavaScript,,,,Perl,PHP,Python,,SQL,SQL Server,
2016,169,5,2,4,2,,,,C#,,,,,,,,,,,,SQL,SQL Server,
2016,102,5,2,3,2,,,,,,,Java,,,,,,,Python,,SQL,,
2016,99,5,2,5,2,,,,,,,,,,,,,,,Ruby,,,
2015,213,5,2,6,2,,,,,,,,,,,,,,,,,,
2016,190,5,2,4,2,,,,,,,Java,,,,,,,,,,,
2016,212,5,2,3,2,,,,C#,,,Java,JavaScript,,,Objective-C,,PHP,,,SQL,,
2016,60,5,2,3,2,,,C++,,,,Java,JavaScript,,,,,,Python,,,,
2016,12,5,2,3,2,AngularJS,,,,,,Java,JavaScript,,Node.js,,,PHP,Python,,SQL,,
2016,162,5,2,4,2,AngularJS,,C++,,,,Java,JavaScript,,Node.js,,,PHP,,,SQL,,
2016,70,5,2,3,2,,,,,,,Java,JavaScript,,,,,PHP,Python,Ruby,,,
2016,190,6,2,4,2,,,,,,,Java,JavaScript,,,,,PHP,,,SQL,,
2016,184,6,2,3,2,,,,,,,Java,JavaScript,,,,,PHP,,,SQL,,
2016,196,3,2,4,2,,,,,,,Java,,,,,,,,,,,
2016,99,3,2,3,2,,,,,,,Java,JavaScript,,,,,PHP,,,SQL,,
2016,99,4,2,3,2,,,,,,,Java,,,,,,,,,SQL,,
2016,59,4,2,4,2,,,,C#,,,,,,,,,,,,SQL,,
2016,196,4,2,4,1,,,,,,,Java,,,,,,,,,SQL,,
2016,210,4,2,3,2,,,,,,,Java,,,,,,,Python,,,,
2016,49,4,2,3,2,,,,,,,Java,,,,,,,,,SQL,,
2016,93,4,2,3,2,,,,,,,,,,,,,,,,,,
2015,78,4,2,3,2,,,C++,,,,,,,,,,,Python,,,,
2016,144,4,2,4,2,AngularJS,,,,,,Java,JavaScript,,,,,,,,SQL,,
2016,150,4,2,3,2,,,,,,,Java,JavaScript,,,,,PHP,Python,,,,
2016,78,4,2,2,2,AngularJS,,C++,,,,Java,JavaScript,,Node.js,Objective-C,,PHP,,,SQL,,
2016,196,4,2,3,2,AngularJS,,,,,,Java,JavaScript,,Node.js,,,,,,,,
2015,23,5,2,3,2,,,,,,,Java,,,,,,,,,SQL,,
2016,74,5,2,2,2,,C,,,,,Java,JavaScript,,,,,,Python,Ruby,,,
2016,93,5,2,4,2,AngularJS,,,,,,Java,JavaScript,,Node.js,,,,Python,,SQL,,
2016,144,5,2,3,2,,,,,,,Java,JavaScript,,,,,PHP,,,,,
2015,168,5,2,3,1,,,,,,,,JavaScript,,,,,PHP,,,,,
2015,42,2,2,2,2,,,,,,,,JavaScript,,,,,PHP,,,,,
2016,74,2,2,2,2,AngularJS,,,,,,Java,JavaScript,,,,,,Python,,,,
2016,99,6,2,6,2,,,,,,,,,,,,,PHP,,,,,
2016,213,6,2,4,2,AngularJS,,,C#,,,Java,,,,Objective-C,,,,Ruby,,,
